,ELECTION_DATE,ELECTION_NAME,CONTEST_ID,PRECINCT_NUMBER,WARD,PRIMARY_PARTY,VOTES
2806,2010-09-14 00:00:00,Mayoral Primary,,134,8,Democratic,360
2807,2010-09-14 00:00:00,Mayoral Primary,,135,5,Democratic,382
2808,2010-09-14 00:00:00,Mayoral Primary,,136,1,Democratic,37
2809,2010-09-14 00:00:00,Mayoral Primary,,137,1,Democratic,96
2810,2010-09-14 00:00:00,Mayoral Primary,,138,3,Democratic,139
2811,2010-09-14 00:00:00,Mayoral Primary,,139,5,Democratic,432
2812,2010-09-14 00:00:00,Mayoral Primary,,140,8,Democratic,319
2813,2010-09-14 00:00:00,Mayoral Primary,,141,2,Democratic,140
2814,2010-09-14 00:00:00,Mayoral Primary,,142,6,Democratic,159
2815,2010-09-14 00:00:00,Mayoral Primary,,143,6,Democratic,187
2816,2010-09-14 00:00:00,Mayoral Primary,,1,6,Democratic,276
2817,2010-09-14 00:00:00,Mayoral Primary,,2,2,Democratic,44
2818,2010-09-14 00:00:00,Mayoral Primary,,3,2,Democratic,267
2819,2010-09-14 00:00:00,Mayoral Primary,,4,2,Democratic,249
2820,2010-09-14 00:00:00,Mayoral Primary,,5,2,Democratic,389
2821,2010-09-14 00:00:00,Mayoral Primary,,6,2,Democratic,377
2822,2010-09-14 00:00:00,Mayoral Primary,,7,3,Democratic,241
2823,2010-09-14 00:00:00,Mayoral Primary,,8,3,Democratic,615
2824,2010-09-14 00:00:00,Mayoral Primary,,9,3,Democratic,217
2825,2010-09-14 00:00:00,Mayoral Primary,,10,3,Democratic,425
2826,2010-09-14 00:00:00,Mayoral Primary,,11,3,Democratic,667
2827,2010-09-14 00:00:00,Mayoral Primary,,12,3,Democratic,103
2828,2010-09-14 00:00:00,Mayoral Primary,,13,2,Democratic,288
2829,2010-09-14 00:00:00,Mayoral Primary,,14,2,Democratic,491
2830,2010-09-14 00:00:00,Mayoral Primary,,15,2,Democratic,637
2831,2010-09-14 00:00:00,Mayoral Primary,,16,2,Democratic,660
2832,2010-09-14 00:00:00,Mayoral Primary,,17,2,Democratic,736
2833,2010-09-14 00:00:00,Mayoral Primary,,18,2,Democratic,596
2834,2010-09-14 00:00:00,Mayoral Primary,,19,5,Democratic,528
2835,2010-09-14 00:00:00,Mayoral Primary,,20,1,Democratic,108
2836,2010-09-14 00:00:00,Mayoral Primary,,21,2,Democratic,256
2837,2010-09-14 00:00:00,Mayoral Primary,,22,1,Democratic,642
2838,2010-09-14 00:00:00,Mayoral Primary,,23,1,Democratic,419
2839,2010-09-14 00:00:00,Mayoral Primary,,24,1,Democratic,476
2840,2010-09-14 00:00:00,Mayoral Primary,,25,1,Democratic,769
2841,2010-09-14 00:00:00,Mayoral Primary,,26,3,Democratic,573
2842,2010-09-14 00:00:00,Mayoral Primary,,27,3,Democratic,503
2843,2010-09-14 00:00:00,Mayoral Primary,,28,3,Democratic,490
2844,2010-09-14 00:00:00,Mayoral Primary,,29,3,Democratic,262
2845,2010-09-14 00:00:00,Mayoral Primary,,30,3,Democratic,389
2846,2010-09-14 00:00:00,Mayoral Primary,,31,3,Democratic,648
2847,2010-09-14 00:00:00,Mayoral Primary,,32,3,Democratic,620
2848,2010-09-14 00:00:00,Mayoral Primary,,33,3,Democratic,654
2849,2010-09-14 00:00:00,Mayoral Primary,,34,3,Democratic,677
2850,2010-09-14 00:00:00,Mayoral Primary,,35,1,Democratic,691
2851,2010-09-14 00:00:00,Mayoral Primary,,36,1,Democratic,619
2852,2010-09-14 00:00:00,Mayoral Primary,,37,1,Democratic,372
2853,2010-09-14 00:00:00,Mayoral Primary,,38,1,Democratic,416
2854,2010-09-14 00:00:00,Mayoral Primary,,39,1,Democratic,637
2855,2010-09-14 00:00:00,Mayoral Primary,,40,1,Democratic,748
2856,2010-09-14 00:00:00,Mayoral Primary,,41,1,Democratic,446
2857,2010-09-14 00:00:00,Mayoral Primary,,42,1,Democratic,290
2858,2010-09-14 00:00:00,Mayoral Primary,,43,1,Democratic,281
2859,2010-09-14 00:00:00,Mayoral Primary,,44,5,Democratic,405
2860,2010-09-14 00:00:00,Mayoral Primary,,45,4,Democratic,349
2861,2010-09-14 00:00:00,Mayoral Primary,,46,4,Democratic,391
2862,2010-09-14 00:00:00,Mayoral Primary,,47,4,Democratic,504
2863,2010-09-14 00:00:00,Mayoral Primary,,48,4,Democratic,554
2864,2010-09-14 00:00:00,Mayoral Primary,,49,4,Democratic,123
2865,2010-09-14 00:00:00,Mayoral Primary,,50,3,Democratic,550
2866,2010-09-14 00:00:00,Mayoral Primary,,51,4,Democratic,979
2867,2010-09-14 00:00:00,Mayoral Primary,,52,4,Democratic,345
2868,2010-09-14 00:00:00,Mayoral Primary,,53,4,Democratic,262
2869,2010-09-14 00:00:00,Mayoral Primary,,54,4,Democratic,449
2870,2010-09-14 00:00:00,Mayoral Primary,,55,4,Democratic,387
2871,2010-09-14 00:00:00,Mayoral Primary,,56,4,Democratic,508
2872,2010-09-14 00:00:00,Mayoral Primary,,57,4,Democratic,460
2873,2010-09-14 00:00:00,Mayoral Primary,,58,4,Democratic,425
2874,2010-09-14 00:00:00,Mayoral Primary,,59,4,Democratic,506
2875,2010-09-14 00:00:00,Mayoral Primary,,60,4,Democratic,333
2876,2010-09-14 00:00:00,Mayoral Primary,,61,4,Democratic,344
2877,2010-09-14 00:00:00,Mayoral Primary,,62,4,Democratic,978
2878,2010-09-14 00:00:00,Mayoral Primary,,63,4,Democratic,665
2879,2010-09-14 00:00:00,Mayoral Primary,,64,4,Democratic,480
2880,2010-09-14 00:00:00,Mayoral Primary,,65,4,Democratic,571
2881,2010-09-14 00:00:00,Mayoral Primary,,66,5,Democratic,963
2882,2010-09-14 00:00:00,Mayoral Primary,,67,5,Democratic,678
2883,2010-09-14 00:00:00,Mayoral Primary,,68,5,Democratic,404
2884,2010-09-14 00:00:00,Mayoral Primary,,69,5,Democratic,459
2885,2010-09-14 00:00:00,Mayoral Primary,,70,5,Democratic,298
2886,2010-09-14 00:00:00,Mayoral Primary,,71,5,Democratic,410
2887,2010-09-14 00:00:00,Mayoral Primary,,72,5,Democratic,541
2888,2010-09-14 00:00:00,Mayoral Primary,,73,5,Democratic,364
2889,2010-09-14 00:00:00,Mayoral Primary,,74,5,Democratic,523
2890,2010-09-14 00:00:00,Mayoral Primary,,75,5,Democratic,369
2891,2010-09-14 00:00:00,Mayoral Primary,,76,5,Democratic,122
2892,2010-09-14 00:00:00,Mayoral Primary,,77,5,Democratic,367
2893,2010-09-14 00:00:00,Mayoral Primary,,78,5,Democratic,303
2894,2010-09-14 00:00:00,Mayoral Primary,,79,5,Democratic,153
2895,2010-09-14 00:00:00,Mayoral Primary,,80,7,Democratic,212
2896,2010-09-14 00:00:00,Mayoral Primary,,81,6,Democratic,701
2897,2010-09-14 00:00:00,Mayoral Primary,,82,6,Democratic,453
2898,2010-09-14 00:00:00,Mayoral Primary,,83,6,Democratic,549
2899,2010-09-14 00:00:00,Mayoral Primary,,84,6,Democratic,424
2900,2010-09-14 00:00:00,Mayoral Primary,,85,6,Democratic,644
2901,2010-09-14 00:00:00,Mayoral Primary,,86,6,Democratic,434
2902,2010-09-14 00:00:00,Mayoral Primary,,87,6,Democratic,540
2903,2010-09-14 00:00:00,Mayoral Primary,,88,6,Democratic,564
2904,2010-09-14 00:00:00,Mayoral Primary,,89,6,Democratic,642
2905,2010-09-14 00:00:00,Mayoral Primary,,90,6,Democratic,369
2906,2010-09-14 00:00:00,Mayoral Primary,,91,6,Democratic,736
2907,2010-09-14 00:00:00,Mayoral Primary,,92,7,Democratic,192
2908,2010-09-14 00:00:00,Mayoral Primary,,93,7,Democratic,149
2909,2010-09-14 00:00:00,Mayoral Primary,,94,7,Democratic,180
2910,2010-09-14 00:00:00,Mayoral Primary,,95,7,Democratic,161
2911,2010-09-14 00:00:00,Mayoral Primary,,96,7,Democratic,216
2912,2010-09-14 00:00:00,Mayoral Primary,,97,7,Democratic,165
2913,2010-09-14 00:00:00,Mayoral Primary,,98,7,Democratic,248
2914,2010-09-14 00:00:00,Mayoral Primary,,99,7,Democratic,169
2915,2010-09-14 00:00:00,Mayoral Primary,,100,7,Democratic,181
2916,2010-09-14 00:00:00,Mayoral Primary,,101,7,Democratic,280
2917,2010-09-14 00:00:00,Mayoral Primary,,102,7,Democratic,326
2918,2010-09-14 00:00:00,Mayoral Primary,,103,7,Democratic,417
2919,2010-09-14 00:00:00,Mayoral Primary,,104,7,Democratic,271
2920,2010-09-14 00:00:00,Mayoral Primary,,105,7,Democratic,300
2921,2010-09-14 00:00:00,Mayoral Primary,,106,7,Democratic,379
2922,2010-09-14 00:00:00,Mayoral Primary,,107,7,Democratic,179
2923,2010-09-14 00:00:00,Mayoral Primary,,108,7,Democratic,248
2924,2010-09-14 00:00:00,Mayoral Primary,,109,7,Democratic,232
2925,2010-09-14 00:00:00,Mayoral Primary,,110,7,Democratic,625
2926,2010-09-14 00:00:00,Mayoral Primary,,111,7,Democratic,256
2927,2010-09-14 00:00:00,Mayoral Primary,,112,7,Democratic,280
2928,2010-09-14 00:00:00,Mayoral Primary,,113,7,Democratic,420
2929,2010-09-14 00:00:00,Mayoral Primary,,114,8,Democratic,279
2930,2010-09-14 00:00:00,Mayoral Primary,,115,8,Democratic,291
2931,2010-09-14 00:00:00,Mayoral Primary,,116,8,Democratic,367
2932,2010-09-14 00:00:00,Mayoral Primary,,117,8,Democratic,122
2933,2010-09-14 00:00:00,Mayoral Primary,,118,8,Democratic,251
2934,2010-09-14 00:00:00,Mayoral Primary,,119,8,Democratic,242
2935,2010-09-14 00:00:00,Mayoral Primary,,120,8,Democratic,206
2936,2010-09-14 00:00:00,Mayoral Primary,,121,8,Democratic,392
2937,2010-09-14 00:00:00,Mayoral Primary,,122,8,Democratic,243
2938,2010-09-14 00:00:00,Mayoral Primary,,123,8,Democratic,303
2939,2010-09-14 00:00:00,Mayoral Primary,,124,8,Democratic,316
2940,2010-09-14 00:00:00,Mayoral Primary,,125,8,Democratic,433
2941,2010-09-14 00:00:00,Mayoral Primary,,126,8,Democratic,365
2942,2010-09-14 00:00:00,Mayoral Primary,,127,6,Democratic,679
2943,2010-09-14 00:00:00,Mayoral Primary,,128,6,Democratic,302
2944,2010-09-14 00:00:00,Mayoral Primary,,129,2,Democratic,327
2945,2010-09-14 00:00:00,Mayoral Primary,,130,6,Democratic,191
2946,2010-09-14 00:00:00,Mayoral Primary,,131,6,Democratic,211
2947,2010-09-14 00:00:00,Mayoral Primary,,132,7,Democratic,229
2948,2010-09-14 00:00:00,Mayoral Primary,,133,8,Democratic,221
2949,2010-09-14 00:00:00,Mayoral Primary,,134,8,Democratic,237
2950,2010-09-14 00:00:00,Mayoral Primary,,135,5,Democratic,470
2951,2010-09-14 00:00:00,Mayoral Primary,,136,1,Democratic,155
2952,2010-09-14 00:00:00,Mayoral Primary,,137,1,Democratic,211
2953,2010-09-14 00:00:00,Mayoral Primary,,138,3,Democratic,499
2954,2010-09-14 00:00:00,Mayoral Primary,,139,5,Democratic,364
2955,2010-09-14 00:00:00,Mayoral Primary,,140,8,Democratic,209
2956,2010-09-14 00:00:00,Mayoral Primary,,141,2,Democratic,444
2957,2010-09-14 00:00:00,Mayoral Primary,,142,6,Democratic,278
2958,2010-09-14 00:00:00,Mayoral Primary,,143,6,Democratic,373
2959,2010-09-14 00:00:00,Mayoral Primary,,1,6,Democratic,11
2960,2010-09-14 00:00:00,Mayoral Primary,,2,2,Democratic,1
2961,2010-09-14 00:00:00,Mayoral Primary,,3,2,Democratic,13
2962,2010-09-14 00:00:00,Mayoral Primary,,4,2,Democratic,11
2963,2010-09-14 00:00:00,Mayoral Primary,,5,2,Democratic,16
2964,2010-09-14 00:00:00,Mayoral Primary,,6,2,Democratic,13
2965,2010-09-14 00:00:00,Mayoral Primary,,7,3,Democratic,14
2966,2010-09-14 00:00:00,Mayoral Primary,,8,3,Democratic,33
2967,2010-09-14 00:00:00,Mayoral Primary,,9,3,Democratic,6
2968,2010-09-14 00:00:00,Mayoral Primary,,10,3,Democratic,14
2969,2010-09-14 00:00:00,Mayoral Primary,,11,3,Democratic,19
2970,2010-09-14 00:00:00,Mayoral Primary,,12,3,Democratic,3
2971,2010-09-14 00:00:00,Mayoral Primary,,13,2,Democratic,20
2972,2010-09-14 00:00:00,Mayoral Primary,,14,2,Democratic,19
2973,2010-09-14 00:00:00,Mayoral Primary,,15,2,Democratic,33
2974,2010-09-14 00:00:00,Mayoral Primary,,16,2,Democratic,38
2975,2010-09-14 00:00:00,Mayoral Primary,,17,2,Democratic,38
2976,2010-09-14 00:00:00,Mayoral Primary,,18,2,Democratic,19
2977,2010-09-14 00:00:00,Mayoral Primary,,19,5,Democratic,24
2978,2010-09-14 00:00:00,Mayoral Primary,,20,1,Democratic,3
2979,2010-09-14 00:00:00,Mayoral Primary,,21,2,Democratic,10
2980,2010-09-14 00:00:00,Mayoral Primary,,22,1,Democratic,18
2981,2010-09-14 00:00:00,Mayoral Primary,,23,1,Democratic,12
2982,2010-09-14 00:00:00,Mayoral Primary,,24,1,Democratic,24
2983,2010-09-14 00:00:00,Mayoral Primary,,25,1,Democratic,48
2984,2010-09-14 00:00:00,Mayoral Primary,,26,3,Democratic,20
2985,2010-09-14 00:00:00,Mayoral Primary,,27,3,Democratic,42
2986,2010-09-14 00:00:00,Mayoral Primary,,28,3,Democratic,17
2987,2010-09-14 00:00:00,Mayoral Primary,,29,3,Democratic,11
2988,2010-09-14 00:00:00,Mayoral Primary,,30,3,Democratic,23
2989,2010-09-14 00:00:00,Mayoral Primary,,31,3,Democratic,35
2990,2010-09-14 00:00:00,Mayoral Primary,,32,3,Democratic,31
2991,2010-09-14 00:00:00,Mayoral Primary,,33,3,Democratic,39
2992,2010-09-14 00:00:00,Mayoral Primary,,34,3,Democratic,26
2993,2010-09-14 00:00:00,Mayoral Primary,,35,1,Democratic,21
2994,2010-09-14 00:00:00,Mayoral Primary,,36,1,Democratic,23
2995,2010-09-14 00:00:00,Mayoral Primary,,37,1,Democratic,19
2996,2010-09-14 00:00:00,Mayoral Primary,,38,1,Democratic,23
2997,2010-09-14 00:00:00,Mayoral Primary,,39,1,Democratic,39
2998,2010-09-14 00:00:00,Mayoral Primary,,40,1,Democratic,41
2999,2010-09-14 00:00:00,Mayoral Primary,,41,1,Democratic,20
3000,2010-09-14 00:00:00,Mayoral Primary,,42,1,Democratic,16
3001,2010-09-14 00:00:00,Mayoral Primary,,43,1,Democratic,9
3002,2010-09-14 00:00:00,Mayoral Primary,,44,5,Democratic,10
3003,2010-09-14 00:00:00,Mayoral Primary,,45,4,Democratic,12
3004,2010-09-14 00:00:00,Mayoral Primary,,46,4,Democratic,17
3005,2010-09-14 00:00:00,Mayoral Primary,,47,4,Democratic,16
3006,2010-09-14 00:00:00,Mayoral Primary,,48,4,Democratic,24
3007,2010-09-14 00:00:00,Mayoral Primary,,49,4,Democratic,4
3008,2010-09-14 00:00:00,Mayoral Primary,,50,3,Democratic,29
3009,2010-09-14 00:00:00,Mayoral Primary,,51,4,Democratic,46
3010,2010-09-14 00:00:00,Mayoral Primary,,52,4,Democratic,13
3011,2010-09-14 00:00:00,Mayoral Primary,,53,4,Democratic,15
3012,2010-09-14 00:00:00,Mayoral Primary,,54,4,Democratic,24
3013,2010-09-14 00:00:00,Mayoral Primary,,55,4,Democratic,19
3014,2010-09-14 00:00:00,Mayoral Primary,,56,4,Democratic,13
3015,2010-09-14 00:00:00,Mayoral Primary,,57,4,Democratic,23
3016,2010-09-14 00:00:00,Mayoral Primary,,58,4,Democratic,13
3017,2010-09-14 00:00:00,Mayoral Primary,,59,4,Democratic,16
3018,2010-09-14 00:00:00,Mayoral Primary,,60,4,Democratic,9
3019,2010-09-14 00:00:00,Mayoral Primary,,61,4,Democratic,15
3020,2010-09-14 00:00:00,Mayoral Primary,,62,4,Democratic,36
3021,2010-09-14 00:00:00,Mayoral Primary,,63,4,Democratic,33
3022,2010-09-14 00:00:00,Mayoral Primary,,64,4,Democratic,21
3023,2010-09-14 00:00:00,Mayoral Primary,,65,4,Democratic,17
3024,2010-09-14 00:00:00,Mayoral Primary,,66,5,Democratic,27
3025,2010-09-14 00:00:00,Mayoral Primary,,67,5,Democratic,28
3026,2010-09-14 00:00:00,Mayoral Primary,,68,5,Democratic,17
3027,2010-09-14 00:00:00,Mayoral Primary,,69,5,Democratic,19
3028,2010-09-14 00:00:00,Mayoral Primary,,70,5,Democratic,13
3029,2010-09-14 00:00:00,Mayoral Primary,,71,5,Democratic,19
3030,2010-09-14 00:00:00,Mayoral Primary,,72,5,Democratic,23
3031,2010-09-14 00:00:00,Mayoral Primary,,73,5,Democratic,24
3032,2010-09-14 00:00:00,Mayoral Primary,,74,5,Democratic,17
3033,2010-09-14 00:00:00,Mayoral Primary,,75,5,Democratic,16
3034,2010-09-14 00:00:00,Mayoral Primary,,76,5,Democratic,1
3035,2010-09-14 00:00:00,Mayoral Primary,,77,5,Democratic,9
3036,2010-09-14 00:00:00,Mayoral Primary,,78,5,Democratic,9
3037,2010-09-14 00:00:00,Mayoral Primary,,79,5,Democratic,6
3038,2010-09-14 00:00:00,Mayoral Primary,,80,7,Democratic,3
3039,2010-09-14 00:00:00,Mayoral Primary,,81,6,Democratic,24
3040,2010-09-14 00:00:00,Mayoral Primary,,82,6,Democratic,17
3041,2010-09-14 00:00:00,Mayoral Primary,,83,6,Democratic,16
3042,2010-09-14 00:00:00,Mayoral Primary,,84,6,Democratic,32
3043,2010-09-14 00:00:00,Mayoral Primary,,85,6,Democratic,32
3044,2010-09-14 00:00:00,Mayoral Primary,,86,6,Democratic,21
3045,2010-09-14 00:00:00,Mayoral Primary,,87,6,Democratic,27
3046,2010-09-14 00:00:00,Mayoral Primary,,88,6,Democratic,26
3047,2010-09-14 00:00:00,Mayoral Primary,,89,6,Democratic,35
3048,2010-09-14 00:00:00,Mayoral Primary,,90,6,Democratic,18
3049,2010-09-14 00:00:00,Mayoral Primary,,91,6,Democratic,37
3050,2010-09-14 00:00:00,Mayoral Primary,,92,7,Democratic,6
3051,2010-09-14 00:00:00,Mayoral Primary,,93,7,Democratic,7
3052,2010-09-14 00:00:00,Mayoral Primary,,94,7,Democratic,9
3053,2010-09-14 00:00:00,Mayoral Primary,,95,7,Democratic,8
3054,2010-09-14 00:00:00,Mayoral Primary,,96,7,Democratic,8
3055,2010-09-14 00:00:00,Mayoral Primary,,97,7,Democratic,5
3056,2010-09-14 00:00:00,Mayoral Primary,,98,7,Democratic,8
3057,2010-09-14 00:00:00,Mayoral Primary,,99,7,Democratic,6
3058,2010-09-14 00:00:00,Mayoral Primary,,100,7,Democratic,4
3059,2010-09-14 00:00:00,Mayoral Primary,,101,7,Democratic,5
3060,2010-09-14 00:00:00,Mayoral Primary,,102,7,Democratic,16
3061,2010-09-14 00:00:00,Mayoral Primary,,103,7,Democratic,19
3062,2010-09-14 00:00:00,Mayoral Primary,,104,7,Democratic,11
3063,2010-09-14 00:00:00,Mayoral Primary,,105,7,Democratic,8
3064,2010-09-14 00:00:00,Mayoral Primary,,106,7,Democratic,16
3065,2010-09-14 00:00:00,Mayoral Primary,,107,7,Democratic,17
3066,2010-09-14 00:00:00,Mayoral Primary,,108,7,Democratic,12
3067,2010-09-14 00:00:00,Mayoral Primary,,109,7,Democratic,7
3068,2010-09-14 00:00:00,Mayoral Primary,,110,7,Democratic,26
3069,2010-09-14 00:00:00,Mayoral Primary,,111,7,Democratic,15
3070,2010-09-14 00:00:00,Mayoral Primary,,112,7,Democratic,7
3071,2010-09-14 00:00:00,Mayoral Primary,,113,7,Democratic,29
3072,2010-09-14 00:00:00,Mayoral Primary,,114,8,Democratic,11
3073,2010-09-14 00:00:00,Mayoral Primary,,115,8,Democratic,15
3074,2010-09-14 00:00:00,Mayoral Primary,,116,8,Democratic,6
3075,2010-09-14 00:00:00,Mayoral Primary,,117,8,Democratic,4
3076,2010-09-14 00:00:00,Mayoral Primary,,118,8,Democratic,6
3077,2010-09-14 00:00:00,Mayoral Primary,,119,8,Democratic,10
3078,2010-09-14 00:00:00,Mayoral Primary,,120,8,Democratic,6
3079,2010-09-14 00:00:00,Mayoral Primary,,121,8,Democratic,13
3080,2010-09-14 00:00:00,Mayoral Primary,,122,8,Democratic,4
3081,2010-09-14 00:00:00,Mayoral Primary,,123,8,Democratic,7
3082,2010-09-14 00:00:00,Mayoral Primary,,124,8,Democratic,9
3083,2010-09-14 00:00:00,Mayoral Primary,,125,8,Democratic,7
3084,2010-09-14 00:00:00,Mayoral Primary,,126,8,Democratic,13
3085,2010-09-14 00:00:00,Mayoral Primary,,127,6,Democratic,22
3086,2010-09-14 00:00:00,Mayoral Primary,,128,6,Democratic,9
3087,2010-09-14 00:00:00,Mayoral Primary,,129,2,Democratic,15
3088,2010-09-14 00:00:00,Mayoral Primary,,130,6,Democratic,9
3089,2010-09-14 00:00:00,Mayoral Primary,,131,6,Democratic,6
3090,2010-09-14 00:00:00,Mayoral Primary,,132,7,Democratic,12
3091,2010-09-14 00:00:00,Mayoral Primary,,133,8,Democratic,9
3092,2010-09-14 00:00:00,Mayoral Primary,,134,8,Democratic,4
3093,2010-09-14 00:00:00,Mayoral Primary,,135,5,Democratic,21
3094,2010-09-14 00:00:00,Mayoral Primary,,136,1,Democratic,9
3095,2010-09-14 00:00:00,Mayoral Primary,,137,1,Democratic,11
3096,2010-09-14 00:00:00,Mayoral Primary,,138,3,Democratic,24
3097,2010-09-14 00:00:00,Mayoral Primary,,139,5,Democratic,16
3098,2010-09-14 00:00:00,Mayoral Primary,,140,8,Democratic,6
3099,2010-09-14 00:00:00,Mayoral Primary,,141,2,Democratic,20
3100,2010-09-14 00:00:00,Mayoral Primary,,142,6,Democratic,14
3101,2010-09-14 00:00:00,Mayoral Primary,,143,6,Democratic,4
3102,2010-09-14 00:00:00,Mayoral Primary,,1,6,Republican,5
3103,2010-09-14 00:00:00,Mayoral Primary,,2,2,Republican,9
3104,2010-09-14 00:00:00,Mayoral Primary,,3,2,Republican,30
3105,2010-09-14 00:00:00,Mayoral Primary,,4,2,Republican,38
3106,2010-09-14 00:00:00,Mayoral Primary,,5,2,Republican,30
3107,2010-09-14 00:00:00,Mayoral Primary,,6,2,Republican,36
3108,2010-09-14 00:00:00,Mayoral Primary,,7,3,Republican,23
3109,2010-09-14 00:00:00,Mayoral Primary,,8,3,Republican,65
3110,2010-09-14 00:00:00,Mayoral Primary,,9,3,Republican,53
3111,2010-09-14 00:00:00,Mayoral Primary,,10,3,Republican,45
3112,2010-09-14 00:00:00,Mayoral Primary,,11,3,Republican,37
3113,2010-09-14 00:00:00,Mayoral Primary,,12,3,Republican,11
3114,2010-09-14 00:00:00,Mayoral Primary,,13,2,Republican,34
3115,2010-09-14 00:00:00,Mayoral Primary,,14,2,Republican,10
3116,2010-09-14 00:00:00,Mayoral Primary,,15,2,Republican,17
3117,2010-09-14 00:00:00,Mayoral Primary,,16,2,Republican,28
3118,2010-09-14 00:00:00,Mayoral Primary,,17,2,Republican,33
3119,2010-09-14 00:00:00,Mayoral Primary,,18,2,Republican,19
3120,2010-09-14 00:00:00,Mayoral Primary,,19,5,Republican,10
3121,2010-09-14 00:00:00,Mayoral Primary,,20,1,Republican,3
3122,2010-09-14 00:00:00,Mayoral Primary,,21,2,Republican,1
3123,2010-09-14 00:00:00,Mayoral Primary,,22,1,Republican,6
3124,2010-09-14 00:00:00,Mayoral Primary,,23,1,Republican,7
3125,2010-09-14 00:00:00,Mayoral Primary,,24,1,Republican,12
3126,2010-09-14 00:00:00,Mayoral Primary,,25,1,Republican,35
3127,2010-09-14 00:00:00,Mayoral Primary,,26,3,Republican,24
3128,2010-09-14 00:00:00,Mayoral Primary,,27,3,Republican,23
3129,2010-09-14 00:00:00,Mayoral Primary,,28,3,Republican,47
3130,2010-09-14 00:00:00,Mayoral Primary,,29,3,Republican,14
3131,2010-09-14 00:00:00,Mayoral Primary,,30,3,Republican,31
3132,2010-09-14 00:00:00,Mayoral Primary,,31,3,Republican,30
3133,2010-09-14 00:00:00,Mayoral Primary,,32,3,Republican,29
3134,2010-09-14 00:00:00,Mayoral Primary,,33,3,Republican,34
3135,2010-09-14 00:00:00,Mayoral Primary,,34,3,Republican,37
3136,2010-09-14 00:00:00,Mayoral Primary,,35,1,Republican,11
3137,2010-09-14 00:00:00,Mayoral Primary,,36,1,Republican,12
3138,2010-09-14 00:00:00,Mayoral Primary,,37,1,Republican,5
3139,2010-09-14 00:00:00,Mayoral Primary,,38,1,Republican,5
3140,2010-09-14 00:00:00,Mayoral Primary,,39,1,Republican,13
3141,2010-09-14 00:00:00,Mayoral Primary,,40,1,Republican,13
3142,2010-09-14 00:00:00,Mayoral Primary,,41,1,Republican,8
3143,2010-09-14 00:00:00,Mayoral Primary,,42,1,Republican,5
3144,2010-09-14 00:00:00,Mayoral Primary,,43,1,Republican,2
3145,2010-09-14 00:00:00,Mayoral Primary,,44,5,Republican,13
3146,2010-09-14 00:00:00,Mayoral Primary,,45,4,Republican,9
3147,2010-09-14 00:00:00,Mayoral Primary,,46,4,Republican,4
3148,2010-09-14 00:00:00,Mayoral Primary,,47,4,Republican,9
3149,2010-09-14 00:00:00,Mayoral Primary,,48,4,Republican,10
3150,2010-09-14 00:00:00,Mayoral Primary,,49,4,Republican,2
3151,2010-09-14 00:00:00,Mayoral Primary,,50,3,Republican,35
3152,2010-09-14 00:00:00,Mayoral Primary,,51,4,Republican,61
3153,2010-09-14 00:00:00,Mayoral Primary,,52,4,Republican,18
3154,2010-09-14 00:00:00,Mayoral Primary,,53,4,Republican,11
3155,2010-09-14 00:00:00,Mayoral Primary,,54,4,Republican,3
3156,2010-09-14 00:00:00,Mayoral Primary,,55,4,Republican,3
3157,2010-09-14 00:00:00,Mayoral Primary,,56,4,Republican,8
3158,2010-09-14 00:00:00,Mayoral Primary,,57,4,Republican,5
3159,2010-09-14 00:00:00,Mayoral Primary,,58,4,Republican,9
3160,2010-09-14 00:00:00,Mayoral Primary,,59,4,Republican,6
3161,2010-09-14 00:00:00,Mayoral Primary,,60,4,Republican,5
3162,2010-09-14 00:00:00,Mayoral Primary,,61,4,Republican,6
3163,2010-09-14 00:00:00,Mayoral Primary,,62,4,Republican,12
3164,2010-09-14 00:00:00,Mayoral Primary,,63,4,Republican,8
3165,2010-09-14 00:00:00,Mayoral Primary,,64,4,Republican,4
3166,2010-09-14 00:00:00,Mayoral Primary,,65,4,Republican,3
3167,2010-09-14 00:00:00,Mayoral Primary,,66,5,Republican,6
3168,2010-09-14 00:00:00,Mayoral Primary,,67,5,Republican,3
3169,2010-09-14 00:00:00,Mayoral Primary,,68,5,Republican,12
3170,2010-09-14 00:00:00,Mayoral Primary,,69,5,Republican,5
3171,2010-09-14 00:00:00,Mayoral Primary,,70,5,Republican,7
3172,2010-09-14 00:00:00,Mayoral Primary,,71,5,Republican,9
3173,2010-09-14 00:00:00,Mayoral Primary,,72,5,Republican,8
3174,2010-09-14 00:00:00,Mayoral Primary,,73,5,Republican,11
3175,2010-09-14 00:00:00,Mayoral Primary,,74,5,Republican,11
3176,2010-09-14 00:00:00,Mayoral Primary,,75,5,Republican,7
3177,2010-09-14 00:00:00,Mayoral Primary,,76,5,Republican,1
3178,2010-09-14 00:00:00,Mayoral Primary,,77,5,Republican,8
3179,2010-09-14 00:00:00,Mayoral Primary,,78,5,Republican,2
3180,2010-09-14 00:00:00,Mayoral Primary,,79,5,Republican,5
3181,2010-09-14 00:00:00,Mayoral Primary,,80,7,Republican,4
3182,2010-09-14 00:00:00,Mayoral Primary,,81,6,Republican,23
3183,2010-09-14 00:00:00,Mayoral Primary,,82,6,Republican,16
