,ELECTION_DATE,ELECTION_NAME,CONTEST_ID,PRECINCT_NUMBER,WARD,PRIMARY_PARTY,VOTES
0,2010-09-14 00:00:00,Mayoral Primary,,1,6,Democratic,72
1,2010-09-14 00:00:00,Mayoral Primary,,2,2,Democratic,13
2,2010-09-14 00:00:00,Mayoral Primary,,3,2,Democratic,55
3,2010-09-14 00:00:00,Mayoral Primary,,4,2,Democratic,60
4,2010-09-14 00:00:00,Mayoral Primary,,5,2,Democratic,100
5,2010-09-14 00:00:00,Mayoral Primary,,6,2,Democratic,92
6,2010-09-14 00:00:00,Mayoral Primary,,7,3,Democratic,64
7,2010-09-14 00:00:00,Mayoral Primary,,8,3,Democratic,209
8,2010-09-14 00:00:00,Mayoral Primary,,9,3,Democratic,73
9,2010-09-14 00:00:00,Mayoral Primary,,10,3,Democratic,96
10,2010-09-14 00:00:00,Mayoral Primary,,11,3,Democratic,146
11,2010-09-14 00:00:00,Mayoral Primary,,12,3,Democratic,33
12,2010-09-14 00:00:00,Mayoral Primary,,13,2,Democratic,56
13,2010-09-14 00:00:00,Mayoral Primary,,14,2,Democratic,93
14,2010-09-14 00:00:00,Mayoral Primary,,15,2,Democratic,102
15,2010-09-14 00:00:00,Mayoral Primary,,16,2,Democratic,102
16,2010-09-14 00:00:00,Mayoral Primary,,17,2,Democratic,142
17,2010-09-14 00:00:00,Mayoral Primary,,18,2,Democratic,97
18,2010-09-14 00:00:00,Mayoral Primary,,19,5,Democratic,108
19,2010-09-14 00:00:00,Mayoral Primary,,20,1,Democratic,34
20,2010-09-14 00:00:00,Mayoral Primary,,21,2,Democratic,40
21,2010-09-14 00:00:00,Mayoral Primary,,22,1,Democratic,111
22,2010-09-14 00:00:00,Mayoral Primary,,23,1,Democratic,69
23,2010-09-14 00:00:00,Mayoral Primary,,24,1,Democratic,88
24,2010-09-14 00:00:00,Mayoral Primary,,25,1,Democratic,173
25,2010-09-14 00:00:00,Mayoral Primary,,26,3,Democratic,132
26,2010-09-14 00:00:00,Mayoral Primary,,27,3,Democratic,129
27,2010-09-14 00:00:00,Mayoral Primary,,28,3,Democratic,106
28,2010-09-14 00:00:00,Mayoral Primary,,29,3,Democratic,62
29,2010-09-14 00:00:00,Mayoral Primary,,30,3,Democratic,103
30,2010-09-14 00:00:00,Mayoral Primary,,31,3,Democratic,168
31,2010-09-14 00:00:00,Mayoral Primary,,32,3,Democratic,193
32,2010-09-14 00:00:00,Mayoral Primary,,33,3,Democratic,168
33,2010-09-14 00:00:00,Mayoral Primary,,34,3,Democratic,129
34,2010-09-14 00:00:00,Mayoral Primary,,35,1,Democratic,104
35,2010-09-14 00:00:00,Mayoral Primary,,36,1,Democratic,102
36,2010-09-14 00:00:00,Mayoral Primary,,37,1,Democratic,77
37,2010-09-14 00:00:00,Mayoral Primary,,38,1,Democratic,81
38,2010-09-14 00:00:00,Mayoral Primary,,39,1,Democratic,148
39,2010-09-14 00:00:00,Mayoral Primary,,40,1,Democratic,129
40,2010-09-14 00:00:00,Mayoral Primary,,41,1,Democratic,72
41,2010-09-14 00:00:00,Mayoral Primary,,42,1,Democratic,44
42,2010-09-14 00:00:00,Mayoral Primary,,43,1,Democratic,52
43,2010-09-14 00:00:00,Mayoral Primary,,44,5,Democratic,85
44,2010-09-14 00:00:00,Mayoral Primary,,45,4,Democratic,59
45,2010-09-14 00:00:00,Mayoral Primary,,46,4,Democratic,73
46,2010-09-14 00:00:00,Mayoral Primary,,47,4,Democratic,122
47,2010-09-14 00:00:00,Mayoral Primary,,48,4,Democratic,145
48,2010-09-14 00:00:00,Mayoral Primary,,49,4,Democratic,15
49,2010-09-14 00:00:00,Mayoral Primary,,50,3,Democratic,134
50,2010-09-14 00:00:00,Mayoral Primary,,51,4,Democratic,315
51,2010-09-14 00:00:00,Mayoral Primary,,52,4,Democratic,124
52,2010-09-14 00:00:00,Mayoral Primary,,53,4,Democratic,59
53,2010-09-14 00:00:00,Mayoral Primary,,54,4,Democratic,111
54,2010-09-14 00:00:00,Mayoral Primary,,55,4,Democratic,71
55,2010-09-14 00:00:00,Mayoral Primary,,56,4,Democratic,110
56,2010-09-14 00:00:00,Mayoral Primary,,57,4,Democratic,69
57,2010-09-14 00:00:00,Mayoral Primary,,58,4,Democratic,75
58,2010-09-14 00:00:00,Mayoral Primary,,59,4,Democratic,87
59,2010-09-14 00:00:00,Mayoral Primary,,60,4,Democratic,80
60,2010-09-14 00:00:00,Mayoral Primary,,61,4,Democratic,115
61,2010-09-14 00:00:00,Mayoral Primary,,62,4,Democratic,321
62,2010-09-14 00:00:00,Mayoral Primary,,63,4,Democratic,168
63,2010-09-14 00:00:00,Mayoral Primary,,64,4,Democratic,98
64,2010-09-14 00:00:00,Mayoral Primary,,65,4,Democratic,113
65,2010-09-14 00:00:00,Mayoral Primary,,66,5,Democratic,177
66,2010-09-14 00:00:00,Mayoral Primary,,67,5,Democratic,135
67,2010-09-14 00:00:00,Mayoral Primary,,68,5,Democratic,81
68,2010-09-14 00:00:00,Mayoral Primary,,69,5,Democratic,80
69,2010-09-14 00:00:00,Mayoral Primary,,70,5,Democratic,64
70,2010-09-14 00:00:00,Mayoral Primary,,71,5,Democratic,66
71,2010-09-14 00:00:00,Mayoral Primary,,72,5,Democratic,105
72,2010-09-14 00:00:00,Mayoral Primary,,73,5,Democratic,83
73,2010-09-14 00:00:00,Mayoral Primary,,74,5,Democratic,101
74,2010-09-14 00:00:00,Mayoral Primary,,75,5,Democratic,53
75,2010-09-14 00:00:00,Mayoral Primary,,76,5,Democratic,22
76,2010-09-14 00:00:00,Mayoral Primary,,77,5,Democratic,65
77,2010-09-14 00:00:00,Mayoral Primary,,78,5,Democratic,43
78,2010-09-14 00:00:00,Mayoral Primary,,79,5,Democratic,32
79,2010-09-14 00:00:00,Mayoral Primary,,80,7,Democratic,37
80,2010-09-14 00:00:00,Mayoral Primary,,81,6,Democratic,119
81,2010-09-14 00:00:00,Mayoral Primary,,82,6,Democratic,70
82,2010-09-14 00:00:00,Mayoral Primary,,83,6,Democratic,103
83,2010-09-14 00:00:00,Mayoral Primary,,84,6,Democratic,81
84,2010-09-14 00:00:00,Mayoral Primary,,85,6,Democratic,111
85,2010-09-14 00:00:00,Mayoral Primary,,86,6,Democratic,94
86,2010-09-14 00:00:00,Mayoral Primary,,87,6,Democratic,96
87,2010-09-14 00:00:00,Mayoral Primary,,88,6,Democratic,96
88,2010-09-14 00:00:00,Mayoral Primary,,89,6,Democratic,116
89,2010-09-14 00:00:00,Mayoral Primary,,90,6,Democratic,83
90,2010-09-14 00:00:00,Mayoral Primary,,91,6,Democratic,134
91,2010-09-14 00:00:00,Mayoral Primary,,92,7,Democratic,33
92,2010-09-14 00:00:00,Mayoral Primary,,93,7,Democratic,23
93,2010-09-14 00:00:00,Mayoral Primary,,94,7,Democratic,36
94,2010-09-14 00:00:00,Mayoral Primary,,95,7,Democratic,22
95,2010-09-14 00:00:00,Mayoral Primary,,96,7,Democratic,42
96,2010-09-14 00:00:00,Mayoral Primary,,97,7,Democratic,28
97,2010-09-14 00:00:00,Mayoral Primary,,98,7,Democratic,40
98,2010-09-14 00:00:00,Mayoral Primary,,99,7,Democratic,39
99,2010-09-14 00:00:00,Mayoral Primary,,100,7,Democratic,26
100,2010-09-14 00:00:00,Mayoral Primary,,101,7,Democratic,40
101,2010-09-14 00:00:00,Mayoral Primary,,102,7,Democratic,54
102,2010-09-14 00:00:00,Mayoral Primary,,103,7,Democratic,70
103,2010-09-14 00:00:00,Mayoral Primary,,104,7,Democratic,38
104,2010-09-14 00:00:00,Mayoral Primary,,105,7,Democratic,49
105,2010-09-14 00:00:00,Mayoral Primary,,106,7,Democratic,61
106,2010-09-14 00:00:00,Mayoral Primary,,107,7,Democratic,40
107,2010-09-14 00:00:00,Mayoral Primary,,108,7,Democratic,29
108,2010-09-14 00:00:00,Mayoral Primary,,109,7,Democratic,44
109,2010-09-14 00:00:00,Mayoral Primary,,110,7,Democratic,124
110,2010-09-14 00:00:00,Mayoral Primary,,111,7,Democratic,56
111,2010-09-14 00:00:00,Mayoral Primary,,112,7,Democratic,35
112,2010-09-14 00:00:00,Mayoral Primary,,113,7,Democratic,47
113,2010-09-14 00:00:00,Mayoral Primary,,114,8,Democratic,74
114,2010-09-14 00:00:00,Mayoral Primary,,115,8,Democratic,55
115,2010-09-14 00:00:00,Mayoral Primary,,116,8,Democratic,71
116,2010-09-14 00:00:00,Mayoral Primary,,117,8,Democratic,32
117,2010-09-14 00:00:00,Mayoral Primary,,118,8,Democratic,47
118,2010-09-14 00:00:00,Mayoral Primary,,119,8,Democratic,40
119,2010-09-14 00:00:00,Mayoral Primary,,120,8,Democratic,43
120,2010-09-14 00:00:00,Mayoral Primary,,121,8,Democratic,80
121,2010-09-14 00:00:00,Mayoral Primary,,122,8,Democratic,33
122,2010-09-14 00:00:00,Mayoral Primary,,123,8,Democratic,67
123,2010-09-14 00:00:00,Mayoral Primary,,124,8,Democratic,65
124,2010-09-14 00:00:00,Mayoral Primary,,125,8,Democratic,98
125,2010-09-14 00:00:00,Mayoral Primary,,126,8,Democratic,74
126,2010-09-14 00:00:00,Mayoral Primary,,127,6,Democratic,124
127,2010-09-14 00:00:00,Mayoral Primary,,128,6,Democratic,50
128,2010-09-14 00:00:00,Mayoral Primary,,129,2,Democratic,78
129,2010-09-14 00:00:00,Mayoral Primary,,130,6,Democratic,47
130,2010-09-14 00:00:00,Mayoral Primary,,131,6,Democratic,44
131,2010-09-14 00:00:00,Mayoral Primary,,132,7,Democratic,39
132,2010-09-14 00:00:00,Mayoral Primary,,133,8,Democratic,54
133,2010-09-14 00:00:00,Mayoral Primary,,134,8,Democratic,45
134,2010-09-14 00:00:00,Mayoral Primary,,135,5,Democratic,84
135,2010-09-14 00:00:00,Mayoral Primary,,136,1,Democratic,36
136,2010-09-14 00:00:00,Mayoral Primary,,137,1,Democratic,32
137,2010-09-14 00:00:00,Mayoral Primary,,138,3,Democratic,119
138,2010-09-14 00:00:00,Mayoral Primary,,139,5,Democratic,68
139,2010-09-14 00:00:00,Mayoral Primary,,140,8,Democratic,40
140,2010-09-14 00:00:00,Mayoral Primary,,141,2,Democratic,76
141,2010-09-14 00:00:00,Mayoral Primary,,142,6,Democratic,65
142,2010-09-14 00:00:00,Mayoral Primary,,143,6,Democratic,78
143,2010-09-14 00:00:00,Mayoral Primary,,1,6,Democratic,653
144,2010-09-14 00:00:00,Mayoral Primary,,2,2,Democratic,60
145,2010-09-14 00:00:00,Mayoral Primary,,3,2,Democratic,444
146,2010-09-14 00:00:00,Mayoral Primary,,4,2,Democratic,408
147,2010-09-14 00:00:00,Mayoral Primary,,5,2,Democratic,764
148,2010-09-14 00:00:00,Mayoral Primary,,6,2,Democratic,615
149,2010-09-14 00:00:00,Mayoral Primary,,7,3,Democratic,429
150,2010-09-14 00:00:00,Mayoral Primary,,8,3,Democratic,981
151,2010-09-14 00:00:00,Mayoral Primary,,9,3,Democratic,405
152,2010-09-14 00:00:00,Mayoral Primary,,10,3,Democratic,734
153,2010-09-14 00:00:00,Mayoral Primary,,11,3,Democratic,1088
154,2010-09-14 00:00:00,Mayoral Primary,,12,3,Democratic,177
155,2010-09-14 00:00:00,Mayoral Primary,,13,2,Democratic,495
156,2010-09-14 00:00:00,Mayoral Primary,,14,2,Democratic,808
157,2010-09-14 00:00:00,Mayoral Primary,,15,2,Democratic,1023
158,2010-09-14 00:00:00,Mayoral Primary,,16,2,Democratic,1124
159,2010-09-14 00:00:00,Mayoral Primary,,17,2,Democratic,1192
160,2010-09-14 00:00:00,Mayoral Primary,,18,2,Democratic,1120
161,2010-09-14 00:00:00,Mayoral Primary,,19,5,Democratic,1144
162,2010-09-14 00:00:00,Mayoral Primary,,20,1,Democratic,256
163,2010-09-14 00:00:00,Mayoral Primary,,21,2,Democratic,467
164,2010-09-14 00:00:00,Mayoral Primary,,22,1,Democratic,1123
165,2010-09-14 00:00:00,Mayoral Primary,,23,1,Democratic,768
166,2010-09-14 00:00:00,Mayoral Primary,,24,1,Democratic,815
167,2010-09-14 00:00:00,Mayoral Primary,,25,1,Democratic,1414
168,2010-09-14 00:00:00,Mayoral Primary,,26,3,Democratic,1006
169,2010-09-14 00:00:00,Mayoral Primary,,27,3,Democratic,1049
170,2010-09-14 00:00:00,Mayoral Primary,,28,3,Democratic,864
171,2010-09-14 00:00:00,Mayoral Primary,,29,3,Democratic,510
172,2010-09-14 00:00:00,Mayoral Primary,,30,3,Democratic,632
173,2010-09-14 00:00:00,Mayoral Primary,,31,3,Democratic,1074
174,2010-09-14 00:00:00,Mayoral Primary,,32,3,Democratic,1223
175,2010-09-14 00:00:00,Mayoral Primary,,33,3,Democratic,1211
176,2010-09-14 00:00:00,Mayoral Primary,,34,3,Democratic,1185
177,2010-09-14 00:00:00,Mayoral Primary,,35,1,Democratic,1178
178,2010-09-14 00:00:00,Mayoral Primary,,36,1,Democratic,1166
179,2010-09-14 00:00:00,Mayoral Primary,,37,1,Democratic,743
180,2010-09-14 00:00:00,Mayoral Primary,,38,1,Democratic,744
181,2010-09-14 00:00:00,Mayoral Primary,,39,1,Democratic,1209
182,2010-09-14 00:00:00,Mayoral Primary,,40,1,Democratic,1286
183,2010-09-14 00:00:00,Mayoral Primary,,41,1,Democratic,853
184,2010-09-14 00:00:00,Mayoral Primary,,42,1,Democratic,576
185,2010-09-14 00:00:00,Mayoral Primary,,43,1,Democratic,541
186,2010-09-14 00:00:00,Mayoral Primary,,44,5,Democratic,823
187,2010-09-14 00:00:00,Mayoral Primary,,45,4,Democratic,800
188,2010-09-14 00:00:00,Mayoral Primary,,46,4,Democratic,887
189,2010-09-14 00:00:00,Mayoral Primary,,47,4,Democratic,924
190,2010-09-14 00:00:00,Mayoral Primary,,48,4,Democratic,1088
191,2010-09-14 00:00:00,Mayoral Primary,,49,4,Democratic,257
192,2010-09-14 00:00:00,Mayoral Primary,,50,3,Democratic,990
193,2010-09-14 00:00:00,Mayoral Primary,,51,4,Democratic,1681
194,2010-09-14 00:00:00,Mayoral Primary,,52,4,Democratic,608
195,2010-09-14 00:00:00,Mayoral Primary,,53,4,Democratic,495
196,2010-09-14 00:00:00,Mayoral Primary,,54,4,Democratic,885
197,2010-09-14 00:00:00,Mayoral Primary,,55,4,Democratic,870
198,2010-09-14 00:00:00,Mayoral Primary,,56,4,Democratic,1017
199,2010-09-14 00:00:00,Mayoral Primary,,57,4,Democratic,953
200,2010-09-14 00:00:00,Mayoral Primary,,58,4,Democratic,845
201,2010-09-14 00:00:00,Mayoral Primary,,59,4,Democratic,1024
202,2010-09-14 00:00:00,Mayoral Primary,,60,4,Democratic,666
203,2010-09-14 00:00:00,Mayoral Primary,,61,4,Democratic,695
204,2010-09-14 00:00:00,Mayoral Primary,,62,4,Democratic,1563
205,2010-09-14 00:00:00,Mayoral Primary,,63,4,Democratic,1296
206,2010-09-14 00:00:00,Mayoral Primary,,64,4,Democratic,956
207,2010-09-14 00:00:00,Mayoral Primary,,65,4,Democratic,1154
208,2010-09-14 00:00:00,Mayoral Primary,,66,5,Democratic,1978
209,2010-09-14 00:00:00,Mayoral Primary,,67,5,Democratic,1378
210,2010-09-14 00:00:00,Mayoral Primary,,68,5,Democratic,768
211,2010-09-14 00:00:00,Mayoral Primary,,69,5,Democratic,961
212,2010-09-14 00:00:00,Mayoral Primary,,70,5,Democratic,633
213,2010-09-14 00:00:00,Mayoral Primary,,71,5,Democratic,966
214,2010-09-14 00:00:00,Mayoral Primary,,72,5,Democratic,1293
215,2010-09-14 00:00:00,Mayoral Primary,,73,5,Democratic,767
216,2010-09-14 00:00:00,Mayoral Primary,,74,5,Democratic,1177
217,2010-09-14 00:00:00,Mayoral Primary,,75,5,Democratic,843
218,2010-09-14 00:00:00,Mayoral Primary,,76,5,Democratic,250
219,2010-09-14 00:00:00,Mayoral Primary,,77,5,Democratic,859
220,2010-09-14 00:00:00,Mayoral Primary,,78,5,Democratic,767
221,2010-09-14 00:00:00,Mayoral Primary,,79,5,Democratic,448
222,2010-09-14 00:00:00,Mayoral Primary,,80,7,Democratic,469
223,2010-09-14 00:00:00,Mayoral Primary,,81,6,Democratic,1472
224,2010-09-14 00:00:00,Mayoral Primary,,82,6,Democratic,935
225,2010-09-14 00:00:00,Mayoral Primary,,83,6,Democratic,1081
226,2010-09-14 00:00:00,Mayoral Primary,,84,6,Democratic,774
227,2010-09-14 00:00:00,Mayoral Primary,,85,6,Democratic,1134
228,2010-09-14 00:00:00,Mayoral Primary,,86,6,Democratic,795
229,2010-09-14 00:00:00,Mayoral Primary,,87,6,Democratic,1045
230,2010-09-14 00:00:00,Mayoral Primary,,88,6,Democratic,964
231,2010-09-14 00:00:00,Mayoral Primary,,89,6,Democratic,1107
232,2010-09-14 00:00:00,Mayoral Primary,,90,6,Democratic,631
233,2010-09-14 00:00:00,Mayoral Primary,,91,6,Democratic,1351
234,2010-09-14 00:00:00,Mayoral Primary,,92,7,Democratic,505
235,2010-09-14 00:00:00,Mayoral Primary,,93,7,Democratic,436
236,2010-09-14 00:00:00,Mayoral Primary,,94,7,Democratic,558
237,2010-09-14 00:00:00,Mayoral Primary,,95,7,Democratic,456
238,2010-09-14 00:00:00,Mayoral Primary,,96,7,Democratic,681
239,2010-09-14 00:00:00,Mayoral Primary,,97,7,Democratic,384
240,2010-09-14 00:00:00,Mayoral Primary,,98,7,Democratic,624
241,2010-09-14 00:00:00,Mayoral Primary,,99,7,Democratic,409
242,2010-09-14 00:00:00,Mayoral Primary,,100,7,Democratic,520
243,2010-09-14 00:00:00,Mayoral Primary,,101,7,Democratic,652
244,2010-09-14 00:00:00,Mayoral Primary,,102,7,Democratic,761
245,2010-09-14 00:00:00,Mayoral Primary,,103,7,Democratic,1097
246,2010-09-14 00:00:00,Mayoral Primary,,104,7,Democratic,723
247,2010-09-14 00:00:00,Mayoral Primary,,105,7,Democratic,676
248,2010-09-14 00:00:00,Mayoral Primary,,106,7,Democratic,963
249,2010-09-14 00:00:00,Mayoral Primary,,107,7,Democratic,470
250,2010-09-14 00:00:00,Mayoral Primary,,108,7,Democratic,567
251,2010-09-14 00:00:00,Mayoral Primary,,109,7,Democratic,483
252,2010-09-14 00:00:00,Mayoral Primary,,110,7,Democratic,1551
253,2010-09-14 00:00:00,Mayoral Primary,,111,7,Democratic,687
254,2010-09-14 00:00:00,Mayoral Primary,,112,7,Democratic,693
255,2010-09-14 00:00:00,Mayoral Primary,,113,7,Democratic,985
256,2010-09-14 00:00:00,Mayoral Primary,,114,8,Democratic,826
257,2010-09-14 00:00:00,Mayoral Primary,,115,8,Democratic,734
258,2010-09-14 00:00:00,Mayoral Primary,,116,8,Democratic,903
259,2010-09-14 00:00:00,Mayoral Primary,,117,8,Democratic,425
260,2010-09-14 00:00:00,Mayoral Primary,,118,8,Democratic,660
261,2010-09-14 00:00:00,Mayoral Primary,,119,8,Democratic,650
262,2010-09-14 00:00:00,Mayoral Primary,,120,8,Democratic,502
263,2010-09-14 00:00:00,Mayoral Primary,,121,8,Democratic,929
264,2010-09-14 00:00:00,Mayoral Primary,,122,8,Democratic,555
265,2010-09-14 00:00:00,Mayoral Primary,,123,8,Democratic,671
266,2010-09-14 00:00:00,Mayoral Primary,,124,8,Democratic,764
267,2010-09-14 00:00:00,Mayoral Primary,,125,8,Democratic,1095
268,2010-09-14 00:00:00,Mayoral Primary,,126,8,Democratic,906
269,2010-09-14 00:00:00,Mayoral Primary,,127,6,Democratic,1418
270,2010-09-14 00:00:00,Mayoral Primary,,128,6,Democratic,604
271,2010-09-14 00:00:00,Mayoral Primary,,129,2,Democratic,582
272,2010-09-14 00:00:00,Mayoral Primary,,130,6,Democratic,313
273,2010-09-14 00:00:00,Mayoral Primary,,131,6,Democratic,369
274,2010-09-14 00:00:00,Mayoral Primary,,132,7,Democratic,621
275,2010-09-14 00:00:00,Mayoral Primary,,133,8,Democratic,539
276,2010-09-14 00:00:00,Mayoral Primary,,134,8,Democratic,616
277,2010-09-14 00:00:00,Mayoral Primary,,135,5,Democratic,972
278,2010-09-14 00:00:00,Mayoral Primary,,136,1,Democratic,274
279,2010-09-14 00:00:00,Mayoral Primary,,137,1,Democratic,366
280,2010-09-14 00:00:00,Mayoral Primary,,138,3,Democratic,854
281,2010-09-14 00:00:00,Mayoral Primary,,139,5,Democratic,880
282,2010-09-14 00:00:00,Mayoral Primary,,140,8,Democratic,580
283,2010-09-14 00:00:00,Mayoral Primary,,141,2,Democratic,764
284,2010-09-14 00:00:00,Mayoral Primary,,142,6,Democratic,509
285,2010-09-14 00:00:00,Mayoral Primary,,143,6,Democratic,635
286,2010-09-14 00:00:00,Mayoral Primary,,1,6,Democratic,4
287,2010-09-14 00:00:00,Mayoral Primary,,2,2,Democratic,1
288,2010-09-14 00:00:00,Mayoral Primary,,3,2,Democratic,4
289,2010-09-14 00:00:00,Mayoral Primary,,4,2,Democratic,6
290,2010-09-14 00:00:00,Mayoral Primary,,5,2,Democratic,6
291,2010-09-14 00:00:00,Mayoral Primary,,6,2,Democratic,5
292,2010-09-14 00:00:00,Mayoral Primary,,7,3,Democratic,6
293,2010-09-14 00:00:00,Mayoral Primary,,8,3,Democratic,9
294,2010-09-14 00:00:00,Mayoral Primary,,9,3,Democratic,3
295,2010-09-14 00:00:00,Mayoral Primary,,10,3,Democratic,7
296,2010-09-14 00:00:00,Mayoral Primary,,11,3,Democratic,12
297,2010-09-14 00:00:00,Mayoral Primary,,12,3,Democratic,1
298,2010-09-14 00:00:00,Mayoral Primary,,13,2,Democratic,5
299,2010-09-14 00:00:00,Mayoral Primary,,14,2,Democratic,7
300,2010-09-14 00:00:00,Mayoral Primary,,15,2,Democratic,14
301,2010-09-14 00:00:00,Mayoral Primary,,16,2,Democratic,11
302,2010-09-14 00:00:00,Mayoral Primary,,17,2,Democratic,13
303,2010-09-14 00:00:00,Mayoral Primary,,18,2,Democratic,3
304,2010-09-14 00:00:00,Mayoral Primary,,19,5,Democratic,10
305,2010-09-14 00:00:00,Mayoral Primary,,20,1,Democratic,2
306,2010-09-14 00:00:00,Mayoral Primary,,21,2,Democratic,4
307,2010-09-14 00:00:00,Mayoral Primary,,22,1,Democratic,9
308,2010-09-14 00:00:00,Mayoral Primary,,23,1,Democratic,7
309,2010-09-14 00:00:00,Mayoral Primary,,24,1,Democratic,10
310,2010-09-14 00:00:00,Mayoral Primary,,25,1,Democratic,20
311,2010-09-14 00:00:00,Mayoral Primary,,26,3,Democratic,5
312,2010-09-14 00:00:00,Mayoral Primary,,27,3,Democratic,15
313,2010-09-14 00:00:00,Mayoral Primary,,28,3,Democratic,9
314,2010-09-14 00:00:00,Mayoral Primary,,29,3,Democratic,6
315,2010-09-14 00:00:00,Mayoral Primary,,30,3,Democratic,18
316,2010-09-14 00:00:00,Mayoral Primary,,31,3,Democratic,18
317,2010-09-14 00:00:00,Mayoral Primary,,32,3,Democratic,11
318,2010-09-14 00:00:00,Mayoral Primary,,33,3,Democratic,12
319,2010-09-14 00:00:00,Mayoral Primary,,34,3,Democratic,7
320,2010-09-14 00:00:00,Mayoral Primary,,35,1,Democratic,6
321,2010-09-14 00:00:00,Mayoral Primary,,36,1,Democratic,10
322,2010-09-14 00:00:00,Mayoral Primary,,37,1,Democratic,6
323,2010-09-14 00:00:00,Mayoral Primary,,38,1,Democratic,5
324,2010-09-14 00:00:00,Mayoral Primary,,39,1,Democratic,7
325,2010-09-14 00:00:00,Mayoral Primary,,40,1,Democratic,11
326,2010-09-14 00:00:00,Mayoral Primary,,41,1,Democratic,7
327,2010-09-14 00:00:00,Mayoral Primary,,42,1,Democratic,1
328,2010-09-14 00:00:00,Mayoral Primary,,43,1,Democratic,3
329,2010-09-14 00:00:00,Mayoral Primary,,44,5,Democratic,5
330,2010-09-14 00:00:00,Mayoral Primary,,45,4,Democratic,4
331,2010-09-14 00:00:00,Mayoral Primary,,46,4,Democratic,6
332,2010-09-14 00:00:00,Mayoral Primary,,47,4,Democratic,8
333,2010-09-14 00:00:00,Mayoral Primary,,48,4,Democratic,8
334,2010-09-14 00:00:00,Mayoral Primary,,49,4,Democratic,1
335,2010-09-14 00:00:00,Mayoral Primary,,50,3,Democratic,11
336,2010-09-14 00:00:00,Mayoral Primary,,51,4,Democratic,15
337,2010-09-14 00:00:00,Mayoral Primary,,52,4,Democratic,8
338,2010-09-14 00:00:00,Mayoral Primary,,53,4,Democratic,3
339,2010-09-14 00:00:00,Mayoral Primary,,54,4,Democratic,6
340,2010-09-14 00:00:00,Mayoral Primary,,55,4,Democratic,7
341,2010-09-14 00:00:00,Mayoral Primary,,56,4,Democratic,6
342,2010-09-14 00:00:00,Mayoral Primary,,57,4,Democratic,3
343,2010-09-14 00:00:00,Mayoral Primary,,58,4,Democratic,5
344,2010-09-14 00:00:00,Mayoral Primary,,59,4,Democratic,3
345,2010-09-14 00:00:00,Mayoral Primary,,60,4,Democratic,3
346,2010-09-14 00:00:00,Mayoral Primary,,61,4,Democratic,3
347,2010-09-14 00:00:00,Mayoral Primary,,62,4,Democratic,12
348,2010-09-14 00:00:00,Mayoral Primary,,63,4,Democratic,5
349,2010-09-14 00:00:00,Mayoral Primary,,64,4,Democratic,4
350,2010-09-14 00:00:00,Mayoral Primary,,65,4,Democratic,1
351,2010-09-14 00:00:00,Mayoral Primary,,66,5,Democratic,7
352,2010-09-14 00:00:00,Mayoral Primary,,67,5,Democratic,6
353,2010-09-14 00:00:00,Mayoral Primary,,68,5,Democratic,6
354,2010-09-14 00:00:00,Mayoral Primary,,69,5,Democratic,4
355,2010-09-14 00:00:00,Mayoral Primary,,70,5,Democratic,4
356,2010-09-14 00:00:00,Mayoral Primary,,71,5,Democratic,1
357,2010-09-14 00:00:00,Mayoral Primary,,72,5,Democratic,1
358,2010-09-14 00:00:00,Mayoral Primary,,73,5,Democratic,5
359,2010-09-14 00:00:00,Mayoral Primary,,74,5,Democratic,8
360,2010-09-14 00:00:00,Mayoral Primary,,75,5,Democratic,3
361,2010-09-14 00:00:00,Mayoral Primary,,76,5,Democratic,2
362,2010-09-14 00:00:00,Mayoral Primary,,77,5,Democratic,3
363,2010-09-14 00:00:00,Mayoral Primary,,78,5,Democratic,3
364,2010-09-14 00:00:00,Mayoral Primary,,79,5,Democratic,5
365,2010-09-14 00:00:00,Mayoral Primary,,80,7,Democratic,0
366,2010-09-14 00:00:00,Mayoral Primary,,81,6,Democratic,15
367,2010-09-14 00:00:00,Mayoral Primary,,82,6,Democratic,8
368,2010-09-14 00:00:00,Mayoral Primary,,83,6,Democratic,7
369,2010-09-14 00:00:00,Mayoral Primary,,84,6,Democratic,11
370,2010-09-14 00:00:00,Mayoral Primary,,85,6,Democratic,5
371,2010-09-14 00:00:00,Mayoral Primary,,86,6,Democratic,5
372,2010-09-14 00:00:00,Mayoral Primary,,87,6,Democratic,7
373,2010-09-14 00:00:00,Mayoral Primary,,88,6,Democratic,2
374,2010-09-14 00:00:00,Mayoral Primary,,89,6,Democratic,6
375,2010-09-14 00:00:00,Mayoral Primary,,90,6,Democratic,5
376,2010-09-14 00:00:00,Mayoral Primary,,91,6,Democratic,15
377,2010-09-14 00:00:00,Mayoral Primary,,92,7,Democratic,1
378,2010-09-14 00:00:00,Mayoral Primary,,93,7,Democratic,1
379,2010-09-14 00:00:00,Mayoral Primary,,94,7,Democratic,2
380,2010-09-14 00:00:00,Mayoral Primary,,95,7,Democratic,1
381,2010-09-14 00:00:00,Mayoral Primary,,96,7,Democratic,4
382,2010-09-14 00:00:00,Mayoral Primary,,97,7,Democratic,3
383,2010-09-14 00:00:00,Mayoral Primary,,98,7,Democratic,1
384,2010-09-14 00:00:00,Mayoral Primary,,99,7,Democratic,3
385,2010-09-14 00:00:00,Mayoral Primary,,100,7,Democratic,1
